Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8,Q17_Part_1,Q17_Part_2,Q17_Part_3,Q17_Part_4,Q17_Part_5,Q17_Part_6,Q17_Part_7,Q17_Part_8,Q17_Part_9,Q17_Part_10,Q17_Part_11,Q17_OTHER,Q24,lower,higher
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,7500-9999,7500.0,9999.0
India,Bachelor’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
China,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,Python,,,,,,,,,Bash,,,,Python,Linear or Logistic Regression,,,,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,70000-79999,70000.0,79999.0
India,Master’s degree,Data Scientist,5-10 years,Python,R,,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,Recurrent Neural Networks,,,,200000-249999,200000.0,249999.0
France,Master’s degree,Data Scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,
Japan,Master’s degree,Data Engineer,1-2 years,Python,,,,,,,,,,,,,C,,Decision Trees or Random Forests,,,,,,Generative Adversarial Networks,,,,,5000-7499,5000.0,7499.0
India,Bachelor’s degree,Currently not employed,5-10 years,Python,R,SQL,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
United States of America,Doctoral degree,Data Scientist,20+ years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,70000-79999,70000.0,79999.0
United States of America,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,125000-149999,125000.0,149999.0
Brazil,Bachelor’s degree,Software Engineer,20+ years,Python,,SQL,,C++,Java,Javascript,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,15000-19999,15000.0,19999.0
Russia,Master’s degree,Research Scientist,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,5000-7499,5000.0,7499.0
Pakistan,Bachelor’s degree,Student,1-2 years,,,,,,Java,,,,,,,,None,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Machine Learning Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,150000-199999,150000.0,199999.0
India,Master’s degree,Product/Project Manager,10-20 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,,Bayesian Approaches,,,,,Recurrent Neural Networks,,,,50000-59999,50000.0,59999.0
Mexico,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,80000-89999,80000.0,89999.0
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,60000-69999,60000.0,69999.0
Italy,Doctoral degree,Statistician,10-20 years,,R,,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,Evolutionary Approaches,,,,,,,,40000-49999,40000.0,49999.0
Australia,Master’s degree,Software Engineer,3-5 years,Python,R,SQL,,,,,,,Bash,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,70000-79999,70000.0,79999.0
South Korea,Master’s degree,Other,< 1 years,Python,R,,,,,,,,,,,,Python,,,,,,,,,,,,,60000-69999,60000.0,69999.0
Germany,Bachelor’s degree,Student,3-5 years,Python,R,SQL,,,,,,,,MATLAB,,Other,Python,,,,,,,,,,,,,,,
India,Master’s degree,Currently not employed,3-5 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,
Japan,Master’s degree,Machine Learning Engineer,10-20 years,Python,,,C,C++,,,,,Bash,,,,Python,,,,,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,50000-59999,50000.0,59999.0
Pakistan,Doctoral degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,Python,,Decision Trees or Random Forests,,,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
China,Doctoral degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python,,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,
Poland,Master’s degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,,,,,Python,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,50000-59999,50000.0,59999.0
Canada,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python,,,,,,,,,,,None,,70000-79999,70000.0,79999.0
Germany,Master’s degree,Student,1-2 years,Python,R,SQL,,,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
India,Bachelor’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,Javascript,,,,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,30000-39999,30000.0,39999.0
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,SQL,,,,,,Swift,,,,,Python,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,20000-24999,20000.0,24999.0
India,I prefer not to answer,Student,3-5 years,Python,,,,,,,,,,,,,Julia,,,,,,,,,,,,,,,
China,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python,,,,,,,Convolutional Neural Networks,,,,,,,,
Malaysia,Bachelor’s degree,Other,5-10 years,Python,,SQL,,C++,,Javascript,,,,,,,Python,,,,,,,Convolutional Neural Networks,,,,,,100000-124999,100000.0,124999.0
India,Bachelor’s degree,Student,< 1 years,Python,,,C,C++,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,Python,R,SQL,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,150000-199999,150000.0,199999.0
India,Master’s degree,Data Scientist,1-2 years,Python,R,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,5-10 years,Python,,,,C++,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Master’s degree,Data Analyst,1-2 years,Python,R,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,< 1 years,Python,,,,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,
United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Bachelor’s degree,Data Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,100000-124999,100000.0,124999.0
Brazil,Bachelor’s degree,Student,3-5 years,Python,R,,,C++,,,,,,MATLAB,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,Recurrent Neural Networks,,,,,,
Germany,Master’s degree,Software Engineer,20+ years,,,SQL,,,Java,Javascript,,,,,,Other,Python,,,,,,,,,,,,,,,
Nigeria,Master’s degree,Student,1-2 years,Python,,SQL,,,,Javascript,,,,,,,Python,,,,Bayesian Approaches,,,,,,,,,,,
India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,,,
Other,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,,,,,Bash,,,,C,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,,,
United States of America,Some college/university study without earning a bachelor’s degree,Student,3-5 years,,,SQL,C,C++,Java,Javascript,,,Bash,,,,SQL,,,,,,,,,,,,,,,
United States of America,Master’s degree,DBA/Database Engineer,20+ years,Python,,,C,,Java,,,,,,,,Python,,,,,,,,,,,None,,125000-149999,125000.0,149999.0
South Africa,Bachelor’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",,,,,,,10000-14999,10000.0,14999.0
India,Bachelor’s degree,Student,3-5 years,Python,,SQL,C,,,Javascript,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,
Malaysia,Bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,10000-14999,10000.0,14999.0
Other,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,None,,,,
India,Bachelor’s degree,Student,3-5 years,Python,,SQL,,,,,,,,,,,SQL,,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,,,
United States of America,Master’s degree,Data Scientist,10-20 years,Python,,SQL,,,Java,Javascript,Julia,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,125000-149999,125000.0,149999.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,5-10 years,Python,,SQL,,C++,,,,,,,,,C++,,,,,,,,,,,,,,,
India,Master’s degree,Student,1-2 years,Python,R,SQL,,,,,,,,,,,R,,,,,,,,,,,,,,,
Other,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,
India,Bachelor’s degree,Currently not employed,< 1 years,Python,R,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,,,
Brazil,Master’s degree,Student,1-2 years,Python,,,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
Australia,Master’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
Other,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python,,Decision Trees or Random Forests,,,,,,,,,,,,,
China,Master’s degree,Machine Learning Engineer,3-5 years,Python,,,,C++,,,,,,,,,Python,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Master’s degree,Machine Learning Engineer,5-10 years,Python,,SQL,,,,,,,,,,Other,MATLAB,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,100000-124999,100000.0,124999.0
Switzerland,Doctoral degree,Data Scientist,10-20 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,80000-89999,80000.0,89999.0
Nigeria,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,C++,Linear or Logistic Regression,,,,,,,,,,,,,,
India,Master’s degree,Currently not employed,< 1 years,Python,R,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python,,,,,,,,,,,None,,,,
United States of America,Doctoral degree,Machine Learning Engineer,3-5 years,Python,,SQL,,,Java,,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,15000-19999,15000.0,19999.0
Germany,Professional degree,Research Scientist,10-20 years,Python,R,,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,80000-89999,80000.0,89999.0
Ukraine,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",,,,,,,,,
Egypt,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python,,,,,,,,,,,None,,,,
India,Bachelor’s degree,Currently not employed,3-5 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
India,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,,,Java,Javascript,,,,,,,Python,,Decision Trees or Random Forests,,,,,,,,,,,5000-7499,5000.0,7499.0
India,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,Other,Python,,,,,,,,,,,,,,,
India,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States of America,Master’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,150000-199999,150000.0,199999.0
India,Bachelor’s degree,Student,1-2 years,Python,R,,,,,,,,,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,,,
India,Master’s degree,Currently not employed,5-10 years,Python,R,,C,C++,Java,,,,,,,,C,,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,,,
"Iran, Islamic Republic of...",Master’s degree,Student,3-5 years,,,,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
France,Master’s degree,Product/Project Manager,5-10 years,Python,R,,C,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,125000-149999,125000.0,149999.0
Germany,Master’s degree,Other,1-2 years,Python,,SQL,,,,,,,Bash,,,,Python,,,,,,,,,,,,,,,
India,Master’s degree,Currently not employed,< 1 years,Python,R,SQL,,,,,,,,MATLAB,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,
Other,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,Other,,,
Brazil,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",,,,,,,,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Master’s degree,Business Analyst,3-5 years,Python,R,,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,15000-19999,15000.0,19999.0
Australia,Bachelor’s degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,125000-149999,125000.0,149999.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,Python,,,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,90000-99999,90000.0,99999.0
India,Bachelor’s degree,Data Scientist,10-20 years,Python,,,,,Java,Javascript,,,,,,,Python,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,7500-9999,7500.0,9999.0
Other,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,,R,,,C++,,,,,,,,,Javascript,,Decision Trees or Random Forests,,,,,,,,,,,,,
Bangladesh,Master’s degree,Data Scientist,1-2 years,Python,R,,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,30000-39999,30000.0,39999.0
South Africa,Professional degree,Business Analyst,10-20 years,Python,R,SQL,,,,Javascript,,,,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,80000-89999,80000.0,89999.0
Other,I prefer not to answer,Student,1-2 years,,,,,,,,,,,,None,,None,,,,,,,,,,,,,,,
Other,Some college/university study without earning a bachelor’s degree,Other,< 1 years,Python,,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Netherlands,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,70000-79999,70000.0,79999.0
