Q3,Q4,Q5,Q6,prog_lang,selected_lang
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
Turkey,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
Bangladesh,Master’s degree,Other,< 1 years,Q7_Part_1,Python
Portugal,Doctoral degree,Machine Learning Engineer,3-5 years,Q7_Part_1,Python
Sweden,Master’s degree,Student,5-10 years,Q7_Part_1,Python
Tunisia,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
Germany,Doctoral degree,Data Scientist,10-20 years,Q7_Part_1,Python
India,Bachelor’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
Japan,Master’s degree,Product/Project Manager,20+ years,Q7_Part_1,Python
Ukraine,Master’s degree,Product/Project Manager,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,5-10 years,Q7_Part_1,Python
India,Doctoral degree,Machine Learning Engineer,< 1 years,Q7_Part_1,Python
Nigeria,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Master’s degree,Product/Project Manager,10-20 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_1,Python
Other,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_1,Python
United States of America,Master’s degree,Student,1-2 years,Q7_Part_1,Python
Other,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
China,Master’s degree,Student,3-5 years,Q7_Part_1,Python
Israel,Master’s degree,Data Scientist,5-10 years,Q7_Part_1,Python
Nigeria,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
Italy,Bachelor’s degree,Business Analyst,5-10 years,Q7_Part_1,Python
Russia,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
India,Master’s degree,Data Analyst,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Machine Learning Engineer,5-10 years,Q7_Part_1,Python
Peru,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Russia,No formal education past high school,Machine Learning Engineer,20+ years,Q7_Part_1,Python
Kenya,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
France,Master’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Other,20+ years,Q7_Part_1,Python
Poland,Master’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
Other,Professional degree,Other,1-2 years,Q7_Part_1,Python
Viet Nam,Bachelor’s degree,Research Scientist,3-5 years,Q7_Part_1,Python
United States of America,Master’s degree,Data Engineer,10-20 years,Q7_Part_1,Python
Belarus,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
United States of America,Doctoral degree,Data Scientist,5-10 years,Q7_Part_1,Python
Russia,No formal education past high school,Student,1-2 years,Q7_Part_1,Python
Russia,Doctoral degree,Machine Learning Engineer,10-20 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
Indonesia,Master’s degree,Student,5-10 years,Q7_Part_1,Python
United States of America,Master’s degree,Data Scientist,20+ years,Q7_Part_1,Python
Other,Master’s degree,Statistician,1-2 years,Q7_Part_1,Python
Japan,Master’s degree,Research Scientist,1-2 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
India,Master’s degree,Business Analyst,< 1 years,Q7_Part_1,Python
United States of America,Master’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
Australia,Master’s degree,Software Engineer,1-2 years,Q7_Part_1,Python
Canada,Bachelor’s degree,Software Engineer,10-20 years,Q7_Part_1,Python
Other,Master’s degree,Research Scientist,3-5 years,Q7_Part_1,Python
Canada,Master’s degree,Other,3-5 years,Q7_Part_1,Python
Russia,I prefer not to answer,Software Engineer,20+ years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
Belarus,Bachelor’s degree,Data Engineer,3-5 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Software Engineer,20+ years,Q7_Part_1,Python
Other,Bachelor’s degree,Software Engineer,10-20 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
Mexico,Master’s degree,Currently not employed,3-5 years,Q7_Part_1,Python
India,Master’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
United States of America,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Data Analyst,3-5 years,Q7_Part_1,Python
South Korea,Bachelor’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
United States of America,Professional degree,Data Scientist,5-10 years,Q7_Part_1,Python
Mexico,Doctoral degree,Data Scientist,20+ years,Q7_Part_1,Python
Canada,Master’s degree,Data Analyst,1-2 years,Q7_Part_1,Python
France,No formal education past high school,Student,1-2 years,Q7_Part_1,Python
Italy,Master’s degree,Other,5-10 years,Q7_Part_1,Python
Other,Bachelor’s degree,Software Engineer,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
Nigeria,Bachelor’s degree,Machine Learning Engineer,1-2 years,Q7_Part_1,Python
Other,Bachelor’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Q7_Part_1,Python
Pakistan,Master’s degree,Product/Project Manager,3-5 years,Q7_Part_1,Python
Ukraine,Doctoral degree,Data Scientist,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_1,Python
India,Doctoral degree,Currently not employed,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
Argentina,Professional degree,Other,< 1 years,Q7_Part_1,Python
Nigeria,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
Other,Bachelor’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
India,Master’s degree,Student,1-2 years,Q7_Part_1,Python
Poland,Some college/university study without earning a bachelor’s degree,Research Scientist,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Germany,Bachelor’s degree,Other,1-2 years,Q7_Part_1,Python
Pakistan,Bachelor’s degree,Business Analyst,3-5 years,Q7_Part_1,Python
France,Doctoral degree,Research Scientist,10-20 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Software Engineer,20+ years,Q7_Part_1,Python
India,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
Chile,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,Q7_Part_1,Python
Portugal,Doctoral degree,Data Scientist,5-10 years,Q7_Part_1,Python
India,Master’s degree,Student,< 1 years,Q7_Part_1,Python
"Iran, Islamic Republic of...",Master’s degree,Product/Project Manager,3-5 years,Q7_Part_1,Python
Mexico,Master’s degree,Business Analyst,5-10 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Professional degree,Currently not employed,3-5 years,Q7_Part_1,Python
Japan,Bachelor’s degree,Data Engineer,3-5 years,Q7_Part_1,Python
United States of America,Master’s degree,DBA/Database Engineer,20+ years,Q7_Part_1,Python
India,Bachelor’s degree,Business Analyst,3-5 years,Q7_Part_1,Python
United States of America,Doctoral degree,Student,3-5 years,Q7_Part_1,Python
Greece,Doctoral degree,Software Engineer,3-5 years,Q7_Part_1,Python
South Korea,Master’s degree,Machine Learning Engineer,< 1 years,Q7_Part_1,Python
Turkey,Bachelor’s degree,Other,3-5 years,Q7_Part_1,Python
Other,Doctoral degree,Data Scientist,3-5 years,Q7_Part_1,Python
Taiwan,Master’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,5-10 years,Q7_Part_1,Python
Kenya,Bachelor’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
South Africa,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
Other,Bachelor’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
Sri Lanka,Bachelor’s degree,Software Engineer,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Software Engineer,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
India,I prefer not to answer,Student,1-2 years,Q7_Part_1,Python
India,Doctoral degree,Data Scientist,5-10 years,Q7_Part_1,Python
India,Master’s degree,Student,< 1 years,Q7_Part_1,Python
India,Master’s degree,Software Engineer,1-2 years,Q7_Part_1,Python
Sweden,Master’s degree,Student,5-10 years,Q7_Part_1,Python
United States of America,Master’s degree,Data Engineer,3-5 years,Q7_Part_1,Python
Bangladesh,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Pakistan,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_1,Python
India,Some college/university study without earning a bachelor’s degree,Currently not employed,1-2 years,Q7_Part_1,Python
Germany,Bachelor’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
Spain,Master’s degree,Currently not employed,5-10 years,Q7_Part_1,Python
India,Master’s degree,Student,< 1 years,Q7_Part_1,Python
Portugal,Master’s degree,Student,< 1 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,20+ years,Q7_Part_1,Python
China,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Canada,Doctoral degree,Research Scientist,20+ years,Q7_Part_1,Python
China,Master’s degree,Data Analyst,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Product/Project Manager,10-20 years,Q7_Part_1,Python
Russia,Bachelor’s degree,Software Engineer,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Machine Learning Engineer,< 1 years,Q7_Part_1,Python
Morocco,Doctoral degree,Research Scientist,20+ years,Q7_Part_1,Python
India,Bachelor’s degree,Product/Project Manager,1-2 years,Q7_Part_1,Python
Italy,Bachelor’s degree,Software Engineer,20+ years,Q7_Part_1,Python
India,Bachelor’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
Russia,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Bangladesh,Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_1,Python
Bangladesh,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
South Korea,Doctoral degree,Data Scientist,3-5 years,Q7_Part_1,Python
Thailand,I prefer not to answer,Data Analyst,3-5 years,Q7_Part_1,Python
Colombia,Professional degree,Data Scientist,1-2 years,Q7_Part_1,Python
Germany,Doctoral degree,Data Scientist,10-20 years,Q7_Part_1,Python
India,Master’s degree,Currently not employed,3-5 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10-20 years,Q7_Part_1,Python
India,Master’s degree,Data Analyst,< 1 years,Q7_Part_1,Python
Tunisia,Master’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,1-2 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years,Q7_Part_1,Python
Australia,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,5-10 years,Q7_Part_1,Python
Philippines,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
Other,Doctoral degree,Student,10-20 years,Q7_Part_1,Python
Ireland,Bachelor’s degree,Business Analyst,1-2 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Turkey,Doctoral degree,Research Scientist,10-20 years,Q7_Part_1,Python
Japan,Master’s degree,Other,< 1 years,Q7_Part_1,Python
India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Bachelor’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
Other,Master’s degree,Product/Project Manager,3-5 years,Q7_Part_1,Python
Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
Taiwan,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Doctoral degree,Data Scientist,20+ years,Q7_Part_1,Python
China,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Kenya,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
United States of America,Master’s degree,Statistician,20+ years,Q7_Part_1,Python
India,Professional degree,Product/Project Manager,< 1 years,Q7_Part_1,Python
Philippines,Master’s degree,Student,1-2 years,Q7_Part_1,Python
Indonesia,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
Singapore,Master’s degree,Business Analyst,5-10 years,Q7_Part_1,Python
India,Professional degree,Other,10-20 years,Q7_Part_1,Python
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,1-2 years,Q7_Part_1,Python
India,Master’s degree,Student,< 1 years,Q7_Part_1,Python
India,Master’s degree,Currently not employed,1-2 years,Q7_Part_1,Python
China,Bachelor’s degree,Student,3-5 years,Q7_Part_1,Python
India,Master’s degree,Currently not employed,3-5 years,Q7_Part_1,Python
United States of America,Master’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
South Korea,I prefer not to answer,Currently not employed,< 1 years,Q7_Part_1,Python
India,Bachelor’s degree,Data Analyst,3-5 years,Q7_Part_1,Python
Nigeria,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_1,Python
South Korea,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Russia,Bachelor’s degree,Machine Learning Engineer,1-2 years,Q7_Part_1,Python
Netherlands,Master’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
India,Master’s degree,Research Scientist,3-5 years,Q7_Part_1,Python
India,Bachelor’s degree,Software Engineer,10-20 years,Q7_Part_1,Python
Italy,Bachelor’s degree,Software Engineer,20+ years,Q7_Part_1,Python
India,Master’s degree,Student,< 1 years,Q7_Part_1,Python
Spain,Master’s degree,Currently not employed,5-10 years,Q7_Part_1,Python
United States of America,Master’s degree,Data Engineer,20+ years,Q7_Part_1,Python
India,Master’s degree,Data Scientist,10-20 years,Q7_Part_1,Python
India,Master’s degree,Student,1-2 years,Q7_Part_1,Python
Nigeria,Bachelor’s degree,Data Analyst,3-5 years,Q7_Part_1,Python
India,Master’s degree,Data Engineer,3-5 years,Q7_Part_1,Python
Brazil,Bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
Bangladesh,Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_1,Python
United States of America,Master’s degree,Data Scientist,3-5 years,Q7_Part_1,Python
India,Master’s degree,Machine Learning Engineer,< 1 years,Q7_Part_1,Python
India,Master’s degree,Student,3-5 years,Q7_Part_1,Python
South Korea,Master’s degree,Student,< 1 years,Q7_Part_1,Python
India,Master’s degree,Product/Project Manager,1-2 years,Q7_Part_1,Python
China,Master’s degree,Software Engineer,5-10 years,Q7_Part_1,Python
Kenya,Bachelor’s degree,Student,< 1 years,Q7_Part_1,Python
United States of America,Doctoral degree,Data Analyst,5-10 years,Q7_Part_1,Python
Philippines,Bachelor’s degree,Data Scientist,5-10 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Business Analyst,3-5 years,Q7_Part_1,Python
Australia,Master’s degree,Data Analyst,3-5 years,Q7_Part_1,Python
Mexico,Master’s degree,Machine Learning Engineer,10-20 years,Q7_Part_1,Python
Japan,Master’s degree,Research Scientist,10-20 years,Q7_Part_1,Python
United States of America,Bachelor’s degree,Data Analyst,1-2 years,Q7_Part_1,Python
Romania,Doctoral degree,Data Scientist,20+ years,Q7_Part_1,Python
India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_1,Python
India,Master’s degree,Software Engineer,3-5 years,Q7_Part_1,Python
Australia,Bachelor’s degree,Student,5-10 years,Q7_Part_1,Python
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,< 1 years,Q7_Part_1,Python
